Included 32 edge cases.
Included 168 random cases.
Included 200 cases in total.
Finished formatting.
Included 0 edge cases.
Included 2000 random cases.
Included 2000 cases in total.
Finished formatting.
========================================
Setup
========================================
Search Configuration:
signature: ProgramSignature(arity=1, push_config=PushConfig(step_limit=1500, growth_cap=500, runtime_limit=10, numeric_magnitude_limit=1000000000000.0, collection_size_cap=1000), output_stacks=['int'])
evaluator: <pyshgp.gp.evaluation.DatasetEvaluator object at 0x7fb7bcdf34c0>
spawner: <pyshgp.gp.genome.GeneSpawner object at 0x7fb7bce7f520>
population_size: 200
max_generations: 300
error_threshold: 0.0
initial_genome_size: (50, 250)
simplification_steps: 500
parallel_context: <pyshgp.gp.search.ParallelContext object at 0x7fb7bcdf3640>
selection: <pyshgp.utils.DiscreteProbDistrib object at 0x7fb77efe1ec0>
variation: <pyshgp.utils.DiscreteProbDistrib object at 0x7fb77dd52840>
Instructions:
int_add, int_sub, int_mult, int_div, int_mod, int_min, int_max, int_inc, int_dec, int_lt, int_lte, int_gt, int_gte, int_from_bool, bool_and, bool_or, bool_not, bool_xor, bool_invert_first_then_and, bool_second_first_then_and, bool_from_int, noop, noop_open, exec_do_range, exec_do_count, exec_while, exec_do_while, exec_if, exec_when, vector_int_concat, vector_int_conj, vector_int_take, vector_int_subvec, vector_int_first, vector_int_last, vector_int_nth, vector_int_rest, vector_int_but_last, vector_int_length, vector_int_reverse, vector_int_push_all, vector_int_empty_vector, vector_int_contains, vector_int_index_of, vector_int_occurrences_of, vector_int_set_nth, vector_int_replace, vector_int_replace_first, vector_int_remove, vector_int_iterate, print_bool, println_bool, print_int, println_int, print_vector_int, println_vector_int, print_exec, println_exec, bool_pop, bool_dup, bool_dup_times, bool_swap, bool_rot, bool_flush, bool_eq, bool_stack_depth, bool_yank, bool_yank_dup, bool_shove, bool_shove_dup, bool_is_empty, int_pop, int_dup, int_dup_times, int_swap, int_rot, int_flush, int_eq, int_stack_depth, int_yank, int_yank_dup, int_shove, int_shove_dup, int_is_empty, vector_int_pop, vector_int_dup, vector_int_dup_times, vector_int_swap, vector_int_rot, vector_int_flush, vector_int_eq, vector_int_stack_depth, vector_int_yank, vector_int_yank_dup, vector_int_shove, vector_int_shove_dup, vector_int_is_empty, exec_pop, exec_dup, exec_dup_times, exec_swap, exec_rot, exec_flush, exec_eq, exec_stack_depth, exec_yank, exec_yank_dup, exec_shove, exec_shove_dup, exec_is_empty
Literals:
[Literal(value=0, push_type=<pyshgp.push.types.PushIntType object at 0x7fb7bcf3a700>), Literal(value=1, push_type=<pyshgp.push.types.PushIntType object at 0x7fb7bcf3a700>), Literal(value=2, push_type=<pyshgp.push.types.PushIntType object at 0x7fb7bcf3a700>)]
ERC Generators:
[<function rand_int at 0x7fb77f08c790>]
========================================
Start Run
========================================
2021-12-22 12:04:46.507589 | GENERATION: 1 | ERRORS: best=1891.0, median=200000000.0, diversity=0.02 | INDIVIDUALS: n=200, avg_genome_length=155.85 | VIRUSES: gene_rate=0.000
2021-12-22 12:05:10.778670 | GENERATION: 2 | ERRORS: best=1751.0, median=2017.0, diversity=0.15 | INDIVIDUALS: n=200, avg_genome_length=111.44 | VIRUSES: gene_rate=0.000
2021-12-22 12:05:17.923458 | GENERATION: 3 | ERRORS: best=1743.0, median=2133.0, diversity=0.16 | INDIVIDUALS: n=200, avg_genome_length=144.69 | VIRUSES: gene_rate=0.000
2021-12-22 12:05:28.733781 | GENERATION: 4 | ERRORS: best=1720.0, median=2017.0, diversity=0.235 | INDIVIDUALS: n=200, avg_genome_length=146.875 | VIRUSES: gene_rate=0.000
2021-12-22 12:05:40.502343 | GENERATION: 5 | ERRORS: best=1720.0, median=2017.0, diversity=0.255 | INDIVIDUALS: n=200, avg_genome_length=140.51 | VIRUSES: gene_rate=0.000
2021-12-22 12:05:49.145701 | GENERATION: 6 | ERRORS: best=1703.0, median=2133.0, diversity=0.365 | INDIVIDUALS: n=200, avg_genome_length=137.56 | VIRUSES: gene_rate=0.000
2021-12-22 12:05:58.204655 | GENERATION: 7 | ERRORS: best=1703.0, median=2023.0, diversity=0.345 | INDIVIDUALS: n=200, avg_genome_length=140.855 | VIRUSES: gene_rate=0.000
2021-12-22 12:06:08.138024 | GENERATION: 8 | ERRORS: best=1405.0, median=2055.0, diversity=0.36 | INDIVIDUALS: n=200, avg_genome_length=140.255 | VIRUSES: gene_rate=0.000
2021-12-22 12:06:22.434527 | GENERATION: 9 | ERRORS: best=1405.0, median=2017.0, diversity=0.405 | INDIVIDUALS: n=200, avg_genome_length=147.595 | VIRUSES: gene_rate=0.000
2021-12-22 12:06:42.556726 | GENERATION: 10 | ERRORS: best=1405.0, median=2133.0, diversity=0.45 | INDIVIDUALS: n=200, avg_genome_length=146.05 | VIRUSES: gene_rate=0.000
2021-12-22 12:07:02.440346 | GENERATION: 11 | ERRORS: best=1405.0, median=2023.0, diversity=0.52 | INDIVIDUALS: n=200, avg_genome_length=149.725 | VIRUSES: gene_rate=0.000
2021-12-22 12:07:18.561972 | GENERATION: 12 | ERRORS: best=1405.0, median=2317.0, diversity=0.545 | INDIVIDUALS: n=200, avg_genome_length=154.825 | VIRUSES: gene_rate=0.000
2021-12-22 12:07:37.104956 | GENERATION: 13 | ERRORS: best=1405.0, median=2020.0, diversity=0.48 | INDIVIDUALS: n=200, avg_genome_length=155.595 | VIRUSES: gene_rate=0.000
2021-12-22 12:07:57.525851 | GENERATION: 14 | ERRORS: best=1524.0, median=16071.5, diversity=0.61 | INDIVIDUALS: n=200, avg_genome_length=153.12 | VIRUSES: gene_rate=0.000
2021-12-22 12:08:35.705369 | GENERATION: 15 | ERRORS: best=1444.0, median=2888.5, diversity=0.67 | INDIVIDUALS: n=200, avg_genome_length=163.585 | VIRUSES: gene_rate=0.000
2021-12-22 12:08:51.702020 | GENERATION: 16 | ERRORS: best=1444.0, median=2375.0, diversity=0.61 | INDIVIDUALS: n=200, avg_genome_length=162.395 | VIRUSES: gene_rate=0.000
2021-12-22 12:09:06.449540 | GENERATION: 17 | ERRORS: best=1374.0, median=14899.0, diversity=0.64 | INDIVIDUALS: n=200, avg_genome_length=165.275 | VIRUSES: gene_rate=0.000
2021-12-22 12:09:24.226105 | GENERATION: 18 | ERRORS: best=1347.0, median=7925.5, diversity=0.705 | INDIVIDUALS: n=200, avg_genome_length=169.385 | VIRUSES: gene_rate=0.000
2021-12-22 12:09:42.107752 | GENERATION: 19 | ERRORS: best=1342.0, median=2249.0, diversity=0.69 | INDIVIDUALS: n=200, avg_genome_length=173.0 | VIRUSES: gene_rate=0.000
2021-12-22 12:09:55.488352 | GENERATION: 20 | ERRORS: best=1342.0, median=2265.0, diversity=0.65 | INDIVIDUALS: n=200, avg_genome_length=172.11 | VIRUSES: gene_rate=0.000
2021-12-22 12:10:09.622624 | GENERATION: 21 | ERRORS: best=1342.0, median=2172.0, diversity=0.655 | INDIVIDUALS: n=200, avg_genome_length=170.54 | VIRUSES: gene_rate=0.000
2021-12-22 12:10:28.827980 | GENERATION: 22 | ERRORS: best=1342.0, median=2231.0, diversity=0.67 | INDIVIDUALS: n=200, avg_genome_length=170.935 | VIRUSES: gene_rate=0.000
2021-12-22 12:10:43.897424 | GENERATION: 23 | ERRORS: best=1342.0, median=2111.0, diversity=0.605 | INDIVIDUALS: n=200, avg_genome_length=168.215 | VIRUSES: gene_rate=0.000
2021-12-22 12:11:00.016570 | GENERATION: 24 | ERRORS: best=1342.0, median=11935.5, diversity=0.615 | INDIVIDUALS: n=200, avg_genome_length=168.225 | VIRUSES: gene_rate=0.000
2021-12-22 12:11:20.145376 | GENERATION: 25 | ERRORS: best=1351.0, median=3605.0, diversity=0.66 | INDIVIDUALS: n=200, avg_genome_length=169.89 | VIRUSES: gene_rate=0.000
2021-12-22 12:11:40.773564 | GENERATION: 26 | ERRORS: best=1347.0, median=2131.5, diversity=0.615 | INDIVIDUALS: n=200, avg_genome_length=168.97 | VIRUSES: gene_rate=0.000
2021-12-22 12:11:56.967315 | GENERATION: 27 | ERRORS: best=1347.0, median=4519.5, diversity=0.62 | INDIVIDUALS: n=200, avg_genome_length=168.575 | VIRUSES: gene_rate=0.000
2021-12-22 12:12:15.715766 | GENERATION: 28 | ERRORS: best=1342.0, median=2017.0, diversity=0.625 | INDIVIDUALS: n=200, avg_genome_length=168.745 | VIRUSES: gene_rate=0.000
2021-12-22 12:12:43.328260 | GENERATION: 29 | ERRORS: best=1342.0, median=2020.0, diversity=0.65 | INDIVIDUALS: n=200, avg_genome_length=167.915 | VIRUSES: gene_rate=0.000
2021-12-22 12:13:04.509323 | GENERATION: 30 | ERRORS: best=1343.0, median=2193.5, diversity=0.635 | INDIVIDUALS: n=200, avg_genome_length=166.645 | VIRUSES: gene_rate=0.000
2021-12-22 12:13:22.550956 | GENERATION: 31 | ERRORS: best=1336.0, median=2017.0, diversity=0.59 | INDIVIDUALS: n=200, avg_genome_length=164.475 | VIRUSES: gene_rate=0.000
