========================================
Setup
========================================
Search Configuration:
signature: ProgramSignature(output_stacks=['bool'], arity=1, push_config=PushConfig(numeric_magnitude_limit=1000000000000.0, collection_size_cap=1000, growth_cap=500, runtime_limit=10, step_limit=1500))
evaluator: <pyshgp.gp.evaluation.DatasetEvaluator object at 0x7f5b7ac70ac0>
spawner: <pyshgp.gp.genome.GeneSpawner object at 0x7f5b7ac70580>
population_size: 200
max_generations: 300
error_threshold: 0.0
initial_genome_size: (50, 250)
simplification_steps: 500
parallel_context: <pyshgp.gp.search.ParallelContext object at 0x7f5b7ac70b50>
selection: <pyshgp.utils.DiscreteProbDistrib object at 0x7f5b78b2a980>
variation: <pyshgp.utils.DiscreteProbDistrib object at 0x7f5b78b2a6c0>
Instructions:
int_add, int_sub, int_mult, int_div, int_mod, int_min, int_max, int_inc, int_dec, int_lt, int_lte, int_gt, int_gte, int_from_bool, bool_and, bool_or, bool_not, bool_xor, bool_invert_first_then_and, bool_second_first_then_and, bool_from_int, noop, noop_open, exec_do_range, exec_do_count, exec_while, exec_do_while, exec_if, exec_when, vector_int_concat, vector_int_conj, vector_int_take, vector_int_subvec, vector_int_first, vector_int_last, vector_int_nth, vector_int_rest, vector_int_but_last, vector_int_length, vector_int_reverse, vector_int_push_all, vector_int_empty_vector, vector_int_contains, vector_int_index_of, vector_int_occurrences_of, vector_int_set_nth, vector_int_replace, vector_int_replace_first, vector_int_remove, vector_int_iterate, print_bool, println_bool, print_int, println_int, print_vector_int, println_vector_int, print_exec, println_exec, bool_pop, bool_dup, bool_dup_times, bool_swap, bool_rot, bool_flush, bool_eq, bool_stack_depth, bool_yank, bool_yank_dup, bool_shove, bool_shove_dup, bool_is_empty, int_pop, int_dup, int_dup_times, int_swap, int_rot, int_flush, int_eq, int_stack_depth, int_yank, int_yank_dup, int_shove, int_shove_dup, int_is_empty, vector_int_pop, vector_int_dup, vector_int_dup_times, vector_int_swap, vector_int_rot, vector_int_flush, vector_int_eq, vector_int_stack_depth, vector_int_yank, vector_int_yank_dup, vector_int_shove, vector_int_shove_dup, vector_int_is_empty, exec_pop, exec_dup, exec_dup_times, exec_swap, exec_rot, exec_flush, exec_eq, exec_stack_depth, exec_yank, exec_yank_dup, exec_shove, exec_shove_dup, exec_is_empty
Literals:
[Literal(value=0, push_type=<pyshgp.push.types.PushIntType object at 0x7f5b7ad2b700>), Literal(value=1, push_type=<pyshgp.push.types.PushIntType object at 0x7f5b7ad2b700>), Literal(value=2, push_type=<pyshgp.push.types.PushIntType object at 0x7f5b7ad2b700>)]
ERC Generators:
[<function rand_int at 0x7f5b9016d1f0>]
========================================
Start Run
========================================
2022-01-05 13:55:04.164439 | GENERATION: 1 | ERRORS: best=46, median=54.0, diversity=0.015 | INDIVIDUALS: n=200, avg_genome_length=121.065 | VIRUSES: gene_rate=0.000
2022-01-05 13:55:13.201376 | GENERATION: 2 | ERRORS: best=46, median=54.0, diversity=0.06 | INDIVIDUALS: n=200, avg_genome_length=118.635 | VIRUSES: gene_rate=0.000
2022-01-05 13:55:20.313548 | GENERATION: 3 | ERRORS: best=44, median=54.0, diversity=0.07 | INDIVIDUALS: n=200, avg_genome_length=115.04 | VIRUSES: gene_rate=0.000
2022-01-05 13:55:27.246352 | GENERATION: 4 | ERRORS: best=44, median=54.0, diversity=0.225 | INDIVIDUALS: n=200, avg_genome_length=109.465 | VIRUSES: gene_rate=0.000
2022-01-05 13:55:36.133964 | GENERATION: 5 | ERRORS: best=44, median=54.0, diversity=0.345 | INDIVIDUALS: n=200, avg_genome_length=113.875 | VIRUSES: gene_rate=0.000
2022-01-05 13:55:45.226344 | GENERATION: 6 | ERRORS: best=42, median=54.0, diversity=0.425 | INDIVIDUALS: n=200, avg_genome_length=109.19 | VIRUSES: gene_rate=0.000
2022-01-05 13:55:55.835548 | GENERATION: 7 | ERRORS: best=40, median=54.0, diversity=0.51 | INDIVIDUALS: n=200, avg_genome_length=101.815 | VIRUSES: gene_rate=0.000
2022-01-05 13:56:05.098836 | GENERATION: 8 | ERRORS: best=34, median=54.0, diversity=0.515 | INDIVIDUALS: n=200, avg_genome_length=98.435 | VIRUSES: gene_rate=0.000
2022-01-05 13:56:15.229640 | GENERATION: 9 | ERRORS: best=34, median=54.0, diversity=0.555 | INDIVIDUALS: n=200, avg_genome_length=95.2 | VIRUSES: gene_rate=0.000
2022-01-05 13:56:26.416261 | GENERATION: 10 | ERRORS: best=34, median=53.5, diversity=0.585 | INDIVIDUALS: n=200, avg_genome_length=92.18 | VIRUSES: gene_rate=0.000
2022-01-05 13:56:37.071839 | GENERATION: 11 | ERRORS: best=34, median=54.0, diversity=0.545 | INDIVIDUALS: n=200, avg_genome_length=91.935 | VIRUSES: gene_rate=0.000
2022-01-05 13:56:46.262491 | GENERATION: 12 | ERRORS: best=34, median=54.0, diversity=0.53 | INDIVIDUALS: n=200, avg_genome_length=91.165 | VIRUSES: gene_rate=0.000
2022-01-05 13:56:56.646441 | GENERATION: 13 | ERRORS: best=34, median=54.0, diversity=0.535 | INDIVIDUALS: n=200, avg_genome_length=89.95 | VIRUSES: gene_rate=0.000
2022-01-05 13:57:06.756330 | GENERATION: 14 | ERRORS: best=34, median=54.0, diversity=0.51 | INDIVIDUALS: n=200, avg_genome_length=91.335 | VIRUSES: gene_rate=0.000
2022-01-05 13:57:18.101396 | GENERATION: 15 | ERRORS: best=34, median=54.0, diversity=0.465 | INDIVIDUALS: n=200, avg_genome_length=91.715 | VIRUSES: gene_rate=0.000
