Included 27 edge cases.
Included 73 random cases.
Included 100 cases in total.
Finished formatting.
Included 0 edge cases.
Included 1000 random cases.
Included 1000 cases in total.
Finished formatting.
========================================
Setup
========================================
Search Configuration:
signature: ProgramSignature(output_stacks=['stdout'], arity=1, push_config=PushConfig(numeric_magnitude_limit=1000000000000.0, runtime_limit=10, step_limit=300, collection_size_cap=1000, growth_cap=500))
evaluator: <pyshgp.gp.evaluation.DatasetEvaluator object at 0x7fe2eb611400>
spawner: <pyshgp.gp.genome.GeneSpawner object at 0x7fe2eb611670>
population_size: 200
max_generations: 300
error_threshold: 0.0
initial_genome_size: (20, 100)
simplification_steps: 500
parallel_context: <pyshgp.gp.search.ParallelContext object at 0x7fe2eb611460>
selection: <pyshgp.utils.DiscreteProbDistrib object at 0x7fe2eb4f7c40>
variation: <pyshgp.utils.DiscreteProbDistrib object at 0x7fe2eb4f7600>
Instructions:
int_add, int_sub, int_mult, int_div, int_mod, int_min, int_max, int_inc, int_dec, int_lt, int_lte, int_gt, int_gte, int_from_bool, str_concat, str_insert_str, str_from_first_char, str_from_last_char, str_from_nth_char, str_contains_str, str_index_of_str, str_split_on_str, str_replace_first_str, str_replace_n_str, str_replace_all_str, str_remove_first_str, str_remove_n_str, str_remove_all_str, str_occurrences_of_str, str_reverse, str_head, str_tail, str_rest, str_but_last, str_drop, str_but_last_n, str_length, str_make_empty, str_is_empty_string, str_remove_nth, str_strip_whitespace, str_from_bool, str_from_int, bool_and, bool_or, bool_not, bool_xor, bool_invert_first_then_and, bool_second_first_then_and, bool_from_int, noop, noop_open, exec_do_range, exec_do_count, exec_while, exec_do_while, exec_if, exec_when, print_bool, println_bool, print_int, println_int, print_str, println_str, print_exec, println_exec, bool_pop, bool_dup, bool_dup_times, bool_swap, bool_rot, bool_flush, bool_eq, bool_stack_depth, bool_yank, bool_yank_dup, bool_shove, bool_shove_dup, bool_is_empty, int_pop, int_dup, int_dup_times, int_swap, int_rot, int_flush, int_eq, int_stack_depth, int_yank, int_yank_dup, int_shove, int_shove_dup, int_is_empty, str_pop, str_dup, str_dup_times, str_swap, str_rot, str_flush, str_eq, str_stack_depth, str_yank, str_yank_dup, str_shove, str_shove_dup, str_is_empty, exec_pop, exec_dup, exec_dup_times, exec_swap, exec_rot, exec_flush, exec_eq, exec_stack_depth, exec_yank, exec_yank_dup, exec_shove, exec_shove_dup, exec_is_empty
Literals:
[Literal(value='small', push_type=<pyshgp.push.types.PushStrType object at 0x7fe2ed9e8760>), Literal(value='large', push_type=<pyshgp.push.types.PushStrType object at 0x7fe2ed9e8760>)]
ERC Generators:
[<function rand_int at 0x7fe2ed8a0f70>]
========================================
Start Run
========================================
2021-12-09 17:51:01.580984 | GENERATION: 1 | ERRORS: best=430, median=2478.0, diversity=0.03 | INDIVIDUALS: n=200, avg_genome_length=72.11
2021-12-09 17:51:03.202778 | GENERATION: 2 | ERRORS: best=260, median=462.0, diversity=0.125 | INDIVIDUALS: n=200, avg_genome_length=86.32
2021-12-09 17:51:05.316739 | GENERATION: 3 | ERRORS: best=260, median=310.0, diversity=0.145 | INDIVIDUALS: n=200, avg_genome_length=71.795
2021-12-09 17:51:07.067695 | GENERATION: 4 | ERRORS: best=260, median=310.0, diversity=0.155 | INDIVIDUALS: n=200, avg_genome_length=69.055
2021-12-09 17:51:08.642999 | GENERATION: 5 | ERRORS: best=190, median=310.0, diversity=0.13 | INDIVIDUALS: n=200, avg_genome_length=67.48
2021-12-09 17:51:10.291411 | GENERATION: 6 | ERRORS: best=190, median=310.0, diversity=0.195 | INDIVIDUALS: n=200, avg_genome_length=81.83
2021-12-09 17:51:11.917943 | GENERATION: 7 | ERRORS: best=190, median=310.0, diversity=0.145 | INDIVIDUALS: n=200, avg_genome_length=79.73
2021-12-09 17:51:13.201508 | GENERATION: 8 | ERRORS: best=190, median=310.0, diversity=0.165 | INDIVIDUALS: n=200, avg_genome_length=74.17
2021-12-09 17:51:15.028612 | GENERATION: 9 | ERRORS: best=70, median=310.0, diversity=0.155 | INDIVIDUALS: n=200, avg_genome_length=82.08
2021-12-09 17:51:16.988638 | GENERATION: 10 | ERRORS: best=70, median=260.0, diversity=0.195 | INDIVIDUALS: n=200, avg_genome_length=99.78
2021-12-09 17:51:18.973817 | GENERATION: 11 | ERRORS: best=70, median=260.0, diversity=0.24 | INDIVIDUALS: n=200, avg_genome_length=99.94
2021-12-09 17:51:20.691837 | GENERATION: 12 | ERRORS: best=70, median=260.0, diversity=0.23 | INDIVIDUALS: n=200, avg_genome_length=99.57
2021-12-09 17:51:22.339030 | GENERATION: 13 | ERRORS: best=70, median=260.0, diversity=0.24 | INDIVIDUALS: n=200, avg_genome_length=99.56
2021-12-09 17:51:24.402353 | GENERATION: 14 | ERRORS: best=70, median=260.0, diversity=0.2 | INDIVIDUALS: n=200, avg_genome_length=99.07
2021-12-09 17:51:26.209297 | GENERATION: 15 | ERRORS: best=70, median=260.0, diversity=0.265 | INDIVIDUALS: n=200, avg_genome_length=98.525
2021-12-09 17:51:29.016307 | GENERATION: 16 | ERRORS: best=70, median=260.0, diversity=0.24 | INDIVIDUALS: n=200, avg_genome_length=96.765
2021-12-09 17:51:30.779395 | GENERATION: 17 | ERRORS: best=70, median=260.0, diversity=0.235 | INDIVIDUALS: n=200, avg_genome_length=95.555
2021-12-09 17:51:32.518736 | GENERATION: 18 | ERRORS: best=70, median=190.0, diversity=0.205 | INDIVIDUALS: n=200, avg_genome_length=94.855
2021-12-09 17:51:34.091681 | GENERATION: 19 | ERRORS: best=70, median=260.0, diversity=0.22 | INDIVIDUALS: n=200, avg_genome_length=93.915
