Included 27 edge cases.
Included 73 random cases.
Included 100 cases in total.
Finished formatting.
Included 0 edge cases.
Included 1000 random cases.
Included 1000 cases in total.
Finished formatting.
========================================
Setup
========================================
Search Configuration:
signature: ProgramSignature(output_stacks=['stdout'], arity=1, push_config=PushConfig(numeric_magnitude_limit=1000000000000.0, runtime_limit=10, growth_cap=500, collection_size_cap=1000, step_limit=300))
evaluator: <pyshgp.gp.evaluation.DatasetEvaluator object at 0x7fbd1b5a7730>
spawner: <pyshgp.gp.genome.GeneSpawner object at 0x7fbd1b5a7130>
population_size: 200
max_generations: 300
error_threshold: 0.0
initial_genome_size: (20, 100)
simplification_steps: 500
parallel_context: <pyshgp.gp.search.ParallelContext object at 0x7fbd1b5a7850>
selection: <pyshgp.utils.DiscreteProbDistrib object at 0x7fbd1b5eb440>
variation: <pyshgp.utils.DiscreteProbDistrib object at 0x7fbd1b5eb240>
Instructions:
int_add, int_sub, int_mult, int_div, int_mod, int_min, int_max, int_inc, int_dec, int_lt, int_lte, int_gt, int_gte, int_from_bool, str_concat, str_insert_str, str_from_first_char, str_from_last_char, str_from_nth_char, str_contains_str, str_index_of_str, str_split_on_str, str_replace_first_str, str_replace_n_str, str_replace_all_str, str_remove_first_str, str_remove_n_str, str_remove_all_str, str_occurrences_of_str, str_reverse, str_head, str_tail, str_rest, str_but_last, str_drop, str_but_last_n, str_length, str_make_empty, str_is_empty_string, str_remove_nth, str_strip_whitespace, str_from_bool, str_from_int, bool_and, bool_or, bool_not, bool_xor, bool_invert_first_then_and, bool_second_first_then_and, bool_from_int, noop, noop_open, exec_do_range, exec_do_count, exec_while, exec_do_while, exec_if, exec_when, print_bool, println_bool, print_int, println_int, print_str, println_str, print_exec, println_exec, bool_pop, bool_dup, bool_dup_times, bool_swap, bool_rot, bool_flush, bool_eq, bool_stack_depth, bool_yank, bool_yank_dup, bool_shove, bool_shove_dup, bool_is_empty, int_pop, int_dup, int_dup_times, int_swap, int_rot, int_flush, int_eq, int_stack_depth, int_yank, int_yank_dup, int_shove, int_shove_dup, int_is_empty, str_pop, str_dup, str_dup_times, str_swap, str_rot, str_flush, str_eq, str_stack_depth, str_yank, str_yank_dup, str_shove, str_shove_dup, str_is_empty, exec_pop, exec_dup, exec_dup_times, exec_swap, exec_rot, exec_flush, exec_eq, exec_stack_depth, exec_yank, exec_yank_dup, exec_shove, exec_shove_dup, exec_is_empty
Literals:
[Literal(value='small', push_type=<pyshgp.push.types.PushStrType object at 0x7fbd1d98f760>), Literal(value='large', push_type=<pyshgp.push.types.PushStrType object at 0x7fbd1d98f760>)]
ERC Generators:
[<function rand_int at 0x7fbd1d847f70>]
========================================
Start Run
========================================
2021-12-09 18:26:18.306170 | GENERATION: 1 | ERRORS: best=415, median=4438.0, diversity=0.03 | INDIVIDUALS: n=200, avg_genome_length=56.55
2021-12-09 18:26:20.120147 | GENERATION: 2 | ERRORS: best=260, median=415.0, diversity=0.13 | INDIVIDUALS: n=200, avg_genome_length=44.345
2021-12-09 18:26:21.604326 | GENERATION: 3 | ERRORS: best=260, median=415.0, diversity=0.165 | INDIVIDUALS: n=200, avg_genome_length=50.085
2021-12-09 18:26:23.106108 | GENERATION: 4 | ERRORS: best=260, median=415.0, diversity=0.13 | INDIVIDUALS: n=200, avg_genome_length=48.27
2021-12-09 18:26:24.781342 | GENERATION: 5 | ERRORS: best=256, median=415.0, diversity=0.135 | INDIVIDUALS: n=200, avg_genome_length=46.025
2021-12-09 18:26:26.395533 | GENERATION: 6 | ERRORS: best=260, median=325.0, diversity=0.11 | INDIVIDUALS: n=200, avg_genome_length=41.665
2021-12-09 18:26:27.967844 | GENERATION: 7 | ERRORS: best=260, median=325.0, diversity=0.075 | INDIVIDUALS: n=200, avg_genome_length=38.835
2021-12-09 18:26:29.473107 | GENERATION: 8 | ERRORS: best=260, median=415.0, diversity=0.135 | INDIVIDUALS: n=200, avg_genome_length=36.165
2021-12-09 18:26:30.897884 | GENERATION: 9 | ERRORS: best=260, median=415.0, diversity=0.135 | INDIVIDUALS: n=200, avg_genome_length=36.2
2021-12-09 18:26:32.099413 | GENERATION: 10 | ERRORS: best=260, median=415.0, diversity=0.125 | INDIVIDUALS: n=200, avg_genome_length=32.31
2021-12-09 18:26:33.349826 | GENERATION: 11 | ERRORS: best=260, median=415.0, diversity=0.14 | INDIVIDUALS: n=200, avg_genome_length=30.115
2021-12-09 18:26:34.425244 | GENERATION: 12 | ERRORS: best=260, median=325.0, diversity=0.12 | INDIVIDUALS: n=200, avg_genome_length=27.795
2021-12-09 18:26:35.484473 | GENERATION: 13 | ERRORS: best=256, median=415.0, diversity=0.125 | INDIVIDUALS: n=200, avg_genome_length=25.815
2021-12-09 18:26:37.187489 | GENERATION: 14 | ERRORS: best=245, median=390.0, diversity=0.19 | INDIVIDUALS: n=200, avg_genome_length=29.885
2021-12-09 18:26:39.331880 | GENERATION: 15 | ERRORS: best=245, median=325.0, diversity=0.155 | INDIVIDUALS: n=200, avg_genome_length=34.57
2021-12-09 18:26:41.514901 | GENERATION: 16 | ERRORS: best=115, median=415.0, diversity=0.19 | INDIVIDUALS: n=200, avg_genome_length=32.915
2021-12-09 18:26:44.130425 | GENERATION: 17 | ERRORS: best=110, median=415.0, diversity=0.275 | INDIVIDUALS: n=200, avg_genome_length=40.585
2021-12-09 18:26:47.764143 | GENERATION: 18 | ERRORS: best=110, median=415.0, diversity=0.295 | INDIVIDUALS: n=200, avg_genome_length=38.345
2021-12-09 18:26:51.782161 | GENERATION: 19 | ERRORS: best=110, median=415.0, diversity=0.295 | INDIVIDUALS: n=200, avg_genome_length=36.525
